,,,,2004-05 Season,2004-05 Season,2004-05 Season,2004-05 Season,2004-05 Season,2004-05 Season,,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,,Career Overall,Career Overall,Career Overall,Career Overall,Career Overall,Career Overall,Career Overall
Doug Noll,Purdue Fort Wayne,Ind,,3,13,.188,,,,,2002-03,15,59,.203,,,,,,15,59,.203,,,,
Dennis Nutt,Texas State,Southland,,14,14,.500,,,,,2000-01,69,72,.489,,,,,,69,72,.489,,,,
Dickey Nutt,Arkansas State,Sun Belt,,16,13,.552,,,,,1995-96,150,137,.523,1,,,,,150,137,.523,1,,,
Fran O'Hanlon,Lafayette,Patriot,,9,19,.321,,,,,1995-96,150,136,.524,2,,,,,150,136,.524,2,,,
Tim O'Shea,Ohio,MAC,,21,11,.656,,,Lost First Round,,2001-02,62,58,.517,1,,,,,62,58,.517,1,,,
Tim O'Toole,Fairfield,MAAC,,15,15,.500,,,,,1998-99,103,101,.505,,,,,,103,101,.505,,,,
Dave Odom,South Carolina,SEC,,20,13,.606,,,,,2001-02,77,55,.583,1,,,,,354,230,.606,9,3,,
Doug Oliver,Idaho State,Big Sky,,9,18,.333,,,,,1998-99,75,120,.385,,,,,,75,120,.385,,,,
Lute Olson,Arizona,Pac-10,,30,7,.811,10,9,Lost Regional Final,,1983-84,547,166,.767,21,11,4,1,,736,261,.738,26,13,5,1
Louis Orr,Seton Hall,Big East,,12,16,.429,,,,,2001-02,62,57,.521,1,,,,,82,68,.547,1,,,
Jimmy Patsos,Loyola (MD),MAAC,,6,22,.214,,,,,2004-05,6,22,.214,,,,,,6,22,.214,,,,
Ricardo Patton,Colorado,Big 12,,14,16,.467,,,,,1995-96,157,130,.547,2,,,,,157,130,.547,2,,,
Bruce Pearl,Milwaukee,Horizon,,26,6,.812,,,Lost Regional Semifinal,,2001-02,86,38,.694,2,1,,,,86,38,.694,2,1,,
Joe Pechota,Purdue Fort Wayne,Ind,,4,9,.308,,,,,2004-05,4,9,.308,,,,,,4,9,.308,,,,
Tom Pecora,Hofstra,CAA,,21,9,.700,,,,,2001-02,55,65,.458,,,,,,55,65,.458,,,,
John Pelphrey,South Alabama,Sun Belt,,10,18,.357,,,,,2002-03,36,48,.429,,,,,,36,48,.429,,,,
Tommy Penders,Houston,CUSA,,18,14,.562,,,,,2004-05,18,14,.562,,,,,,491,357,.579,10,3,,
Leonard Perry,Idaho,Big West,,8,22,.267,,,,,2001-02,44,72,.379,,,,,,44,72,.379,,,,
Michael Perry,Georgia State,A-Sun,,14,15,.483,,,,,2002-03,44,33,.571,,,,,,44,33,.571,,,,
Buzz Peterson,Tennessee,SEC,,14,17,.452,,,,,2001-02,61,59,.508,,,,,,166,109,.604,1,,,
Vann Pettaway,Alabama A&M,SWAC,,18,14,.562,,,Lost Opening Round,,1998-99,103,98,.512,1,,,,,103,98,.512,1,,,
John Phillips,Tulsa,WAC,,2,5,.286,,,,,2001-02,61,42,.592,2,,,,,61,42,.592,2,,,
J.P. Piper,Nicholls State,Southland,,6,21,.222,,,,,2004-05,6,21,.222,,,,,,6,21,.222,,,,
Rick Pitino,Louisville,CUSA,,33,5,.868,14,4,Lost National Semifinal,,2001-02,97,35,.735,3,1,1,,,451,163,.735,11,7,5,1
Jim Platt,Charleston Southern,Big South,,13,17,.433,,,,,2000-01,55,89,.382,,,,,,110,149,.425,,,,
Jeff Price,Georgia Southern,Southern,,18,13,.581,,,,,1999-00,102,73,.583,,,,,,102,73,.583,,,,
Tic Price,McNeese State,Southland,,13,15,.464,,,,,2001-02,60,54,.526,1,,,,,153,108,.586,2,,,
Skip Prosser,Wake Forest,ACC,,27,6,.818,2,5,Lost Second Round,,2001-02,94,35,.729,4,1,,,,259,113,.696,9,1,,
Oliver Purnell,Clemson,ACC,,16,16,.500,,,,,2003-04,26,34,.433,,,,,,282,225,.556,3,,,
Craig Rasmuson,Northern Colorado,Ind,,8,21,.276,,,,,2004-05,8,21,.276,,,,,,8,21,.276,,,,
Duane Reboul,Birmingham-Southern,Big South,,16,14,.533,,,,,2002-03,55,30,.647,,,,,,55,30,.647,,,,
Clifford Reed,Bethune-Cookman,MEAC,,13,17,.433,,,,,2001-02,35,65,.350,,,,,,35,65,.350,,,,
Larry Reynolds,Long Beach State,Big West,,10,20,.333,,,,,2002-03,21,63,.250,,,,,,21,63,.250,,,,
Keith Richard,Louisiana Tech,WAC,,14,15,.483,,,,,1998-99,120,84,.588,,,,,,120,84,.588,,,,
Norm Roberts,St. John's (NY),Big East,,9,18,.333,,,,,2004-05,9,18,.333,,,,,,9,18,.333,,,,
John Robic,Youngstown State,Horizon,,5,23,.179,,,,,1999-00,58,113,.339,,,,,,58,113,.339,,,,
Lorenzo Romar,Washington,Pac-10,,29,6,.829,22,8,Lost Regional Semifinal,,2002-03,58,35,.624,2,1,,,,151,123,.551,3,1,,
Sergio Rouco *,Florida International,Sun Belt,,13,17,.433,,,,,2004-05,13,17,.433,,,,,,13,17,.433,,,,
Phil Rowe,New Hampshire,AEC,,9,19,.321,,,,,1999-00,45,125,.265,,,,,,45,125,.265,,,,
Jeff Ruland,Iona,MAAC,,15,16,.484,,,,,1998-99,114,99,.535,2,,,,,114,99,.535,2,,,
Bo Ryan,Wisconsin,Big Ten,,25,9,.735,21,20,Lost Regional Final,,2001-02,93,37,.715,4,2,,,,123,64,.658,4,2,,
Doc Sadler,UTEP,WAC,,27,8,.771,,,Lost First Round,,2004-05,27,8,.771,1,,,,,27,8,.771,1,,,
Jim Saia,USC,Pac-10,,10,15,.400,,,,,2004-05,10,15,.400,,,,,,10,15,.400,,,,
Kelvin Sampson,Oklahoma,Big 12,,25,8,.758,,17,Lost Second Round,,1994-95,259,100,.721,10,3,1,,,362,203,.641,11,3,1,
Byron Samuels,Radford,Big South,,12,16,.429,,,,,2002-03,34,52,.395,,,,,,51,88,.367,,,,
Rick Samuels,Eastern Illinois,OVC,,12,16,.429,,,,,1981-82,344,349,.496,2,,,,,347,355,.494,2,,,
Scott Sanderson,Lipscomb,A-Sun,,16,12,.571,,,,,2002-03,31,53,.369,,,,,,31,53,.369,,,,
Mark Schmidt,Robert Morris,NEC,,14,15,.483,,,,,2001-02,50,65,.435,,,,,,50,65,.435,,,,
Heath Schroyer,Portland State,Big Sky,,19,9,.679,,,,,2002-03,35,47,.427,,,,,,35,47,.427,,,,
Joe Scott,Princeton,Ivy,,15,13,.536,,,,,2004-05,15,13,.536,,,,,,66,76,.465,1,,,
Rick Scruggs,Gardner-Webb,A-Sun,,18,12,.600,,,,,2002-03,32,56,.364,,,,,,32,56,.364,,,,
Bill Self,Kansas,Big 12,,23,7,.767,1,12,Lost First Round,,2003-04,47,16,.746,2,1,,,,254,121,.677,7,4,,
Herb Sendek,NC State,ACC,,21,14,.600,19,,Lost Regional Semifinal,,1996-97,169,122,.581,4,1,,,,232,148,.611,5,1,,
Tony Shaver,William & Mary,CAA,,8,21,.276,,,,,2003-04,15,42,.263,,,,,,15,42,.263,,,,
Steve Shields,Little Rock,Sun Belt,,18,10,.643,,,,,2003-04,35,22,.614,,,,,,35,22,.614,,,,
John Shulman,Chattanooga,Southern,,20,11,.645,,,Lost First Round,,2004-05,20,11,.645,1,,,,,20,11,.645,1,,,
Steve Shurina,Western Carolina,Southern,,8,22,.267,,,,,2000-01,48,97,.331,,,,,,48,97,.331,,,,
Al Skinner Jr,Boston College,Big East,,25,5,.833,,14,Lost Second Round,,1997-98,147,100,.595,4,,,,,285,226,.558,6,,,
Mark Slonaker,Mercer,A-Sun,,16,12,.571,,,,,1997-98,95,134,.415,,,,,,96,158,.378,,,,
Jay Smith,Central Michigan,MAC,,10,18,.357,,,,,1997-98,91,136,.401,1,,,,,91,136,.401,1,,,
Tubby Smith,Kentucky,SEC,,28,6,.824,9,7,Lost Regional Final,,1997-98,219,58,.791,8,6,1,1,,343,120,.741,12,9,1,1
Quin Snyder,Missouri,Big 12,,16,17,.485,,,,,1999-00,116,80,.592,4,1,,,,116,80,.592,4,1,,
Brad Soderberg,Saint Louis,CUSA,,9,21,.300,,,,,2002-03,44,48,.478,,,,,,60,58,.508,1,,,
Anthony Solomon,St. Bonaventure,A-10,,2,26,.071,,,,,2003-04,9,47,.161,,,,,,9,47,.161,,,,
Kirk Speraw,UCF,A-Sun,,24,9,.727,,,Lost First Round,,1993-94,195,163,.545,4,,,,,195,163,.545,4,,,
Rob Spivery,Alabama State,SWAC,,15,15,.500,,,,,1996-97,129,136,.487,2,,,,,129,136,.487,2,,,
Kevin Stallings,Vanderbilt,SEC,,20,14,.588,,,,,1999-00,105,83,.559,1,1,,,,228,146,.610,3,1,,
Rick Stansbury,Mississippi State,SEC,,23,11,.676,12,,Lost Second Round,,1998-99,149,75,.665,4,,,,,149,75,.665,4,,,
Gary Stewart,UC-Davis,Ind,,11,17,.393,,,,,2004-05,11,17,.393,,,,,,11,17,.393,,,,
Lafayette Stribling,Mississippi Valley State,SWAC,,13,15,.464,,,,,1983-84,305,318,.490,3,,,,,305,318,.490,3,,,
Pete Strickland,Coastal Carolina,Big South,,10,19,.345,,,,,1998-99,70,127,.355,,,,,,70,127,.355,,,,
Tony Stubblefield,New Mexico State,Sun Belt,,2,12,.143,,,,,2004-05,2,12,.143,,,,,,2,12,.143,,,,
Frank Sullivan,Harvard,Ivy,,12,15,.444,,,,,1991-92,153,215,.416,,,,,,153,215,.416,,,,
Eddie Sutton,Oklahoma State,Big 12,,26,7,.788,7,6,Lost Regional Semifinal,,1990-91,351,135,.722,13,6,2,,,783,300,.723,26,13,3,
Mike Sutton,Tennessee Tech,OVC,,18,11,.621,,,,,2002-03,51,38,.573,,,,,,51,38,.573,,,,
Scott Sutton,Oral Roberts,Mid-Cont,,25,8,.758,,,,,1999-00,100,79,.559,,,,,,100,79,.559,,,,
Billy Taylor,Lehigh,Patriot,,14,15,.483,,,,,2002-03,50,38,.568,1,,,,,50,38,.568,1,,,
Blaine Taylor,Old Dominion,CAA,,28,6,.824,,,Lost First Round,,2001-02,70,49,.588,1,,,,,211,115,.647,3,,,
Derek Thomas,Western Illinois,Mid-Cont,,11,17,.393,,,,,2003-04,14,42,.250,,,,,,14,42,.250,,,,
Bob Thomason,Pacific,Big West,,27,4,.871,,22,Lost Second Round,,1988-89,286,213,.573,3,,,,,286,213,.573,3,,,
John Thompson III,Georgetown,Big East,,19,13,.594,,,,,2004-05,19,13,.594,,,,,,87,55,.613,2,,,
Jimmy Tillette,Samford,OVC,,15,13,.536,,,,,1997-98,129,102,.558,2,,,,,129,102,.558,2,,,
Monte Towe,New Orleans,Sun Belt,,13,17,.433,,,,,2001-02,60,59,.504,,,,,,60,59,.504,,,,
Billy Tubbs,Lamar,Southland,,18,11,.621,,,,,1976-77,104,75,.581,2,2,,,,592,303,.661,12,6,1,
Jimmy Tubbs,SMU,WAC,,14,14,.500,,,,,2004-05,14,14,.500,,,,,,14,14,.500,,,,
Mark Turgeon,Wichita State,MVC,,22,10,.688,,,,,2000-01,85,67,.559,,,,,,110,96,.534,,,,
Mike Vining,Louisiana-Monroe,Southland,,8,19,.296,,,,,1981-82,401,303,.570,7,,,,,401,303,.570,7,,,
Jerry Wainwright,Richmond,A-10,,14,15,.483,,,,,2002-03,49,42,.538,1,,,,,185,145,.561,3,,,
Al Walker,Binghamton,AEC,,12,17,.414,,,,,2001-02,49,65,.430,,,,,,76,116,.396,,,,
Riley Wallace,Hawaii,WAC,,16,13,.552,,,,,1987-88,299,241,.554,3,,,,,314,268,.540,3,,,
Royce Waltman,Indiana State,MVC,,11,20,.355,,,,,1997-98,108,130,.454,2,,,,,108,130,.454,2,,,
Gary Waters,Rutgers,Big East,,10,19,.345,,,,,2001-02,60,61,.496,,,,,,152,121,.557,2,,,
Perry Watson,Detroit Mercy,Horizon,,14,16,.467,,,,,1993-94,227,140,.619,2,,,,,227,140,.619,2,,,
Derek Waugh,Stetson,A-Sun,,10,17,.370,,,,,2000-01,56,80,.412,,,,,,56,80,.412,,,,
Bruce Weber,Illinois,Big Ten,,37,2,.949,5,1,Lost National Final,,2003-04,63,9,.875,2,2,1,,,166,63,.725,4,3,1,
Tim Welsh,Providence,Big East,,14,17,.452,,,,,1998-99,115,99,.537,2,,,,,185,121,.605,3,,,
Samuel West,Alcorn State,SWAC,,7,22,.241,,,,,2003-04,18,40,.310,,,,,,18,40,.310,,,,
Paul Westphal,Pepperdine,WCC,,17,14,.548,,,,,2001-02,69,52,.570,1,,,,,69,52,.570,1,,,
Jim Whitesell,Loyola (IL),Horizon,,13,17,.433,,,,,2004-05,13,17,.433,,,,,,13,17,.433,,,,
Dereck Whittenburg,Fordham,A-10,,13,16,.448,,,,,2003-04,19,38,.333,,,,,,86,88,.494,1,,,
Ralph Willard,Holy Cross,Patriot,,25,7,.781,,,,,1999-00,114,68,.626,3,,,,,258,192,.573,5,1,,
Bob Williams,UCSB,Big West,,11,18,.379,,,,,1998-99,107,97,.525,1,,,,,107,97,.525,1,,,
Gary Williams,Maryland,ACC,,19,13,.594,15,,,,1989-90,334,178,.652,11,7,2,1,,541,306,.639,14,9,2,1
Roy Williams,UNC,ACC,,33,4,.892,4,2,Won National Final,,2003-04,52,15,.776,2,1,1,1,,470,116,.802,16,10,5,1
Pooh Williamson,Tulsa,WAC,,7,15,.318,,,,,2004-05,7,15,.318,,,,,,7,15,.318,,,,
Willis Wilson,Rice,WAC,,19,12,.613,,,,,1992-93,187,188,.499,,,,,,187,188,.499,,,,
Reggie Witherspoon,Buffalo,MAC,,23,10,.697,,,,,1999-00,64,107,.374,,,,,,64,107,.374,,,,
Dennis Wolff,Boston University,AEC,,20,9,.690,,,,,1994-95,192,133,.591,2,,,,,192,133,.591,2,,,
Ted Woodward,Maine,AEC,,14,15,.483,,,,,2004-05,14,15,.483,,,,,,14,15,.483,,,,
Jim Wooldridge,Kansas State,Big 12,,17,12,.586,,,,,2000-01,68,77,.469,,,,,,166,176,.485,1,,,
Jay Wright,Villanova,Big East,,24,8,.750,,19,Lost Regional Semifinal,,2001-02,76,54,.585,1,1,,,,198,139,.588,3,1,,
Larry Wright,Grambling,SWAC,,14,12,.538,,,,,1999-00,55,115,.324,,,,,,55,115,.324,,,,
Mike Young,Wofford,Southern,,14,14,.500,,,,,2002-03,37,49,.430,,,,,,37,49,.430,,,,
Rich Zvosec,Kansas City,Mid-Cont,,16,12,.571,,,,,2001-02,58,57,.504,,,,,,96,105,.478,,,,
