,,,,2016-17 Season,2016-17 Season,2016-17 Season,2016-17 Season,2016-17 Season,2016-17 Season,,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,,Career Overall,Career Overall,Career Overall,Career Overall,Career Overall,Career Overall,Career Overall
Kevin McGeehan,Campbell,Big South,,19,18,.514,,,,,2013-14,53,78,.405,,,,,,53,78,.405,,,,
Dan McHale,Eastern Kentucky,OVC,,12,19,.387,,,,,2015-16,27,35,.435,,,,,,27,35,.435,,,,
Ritchie McKay,Liberty,Big South,,21,14,.600,,,,,2007-08,73,61,.545,,,,,,238,219,.521,1,,,
Bob McKillop,Davidson,A-10,,17,15,.531,,,,,1989-90,533,328,.619,8,1,,,,533,328,.619,8,1,,
David McLaughlin,Dartmouth,Ivy,,7,20,.259,,,,,2016-17,7,20,.259,,,,,,7,20,.259,,,,
Matt McMahon,Murray State,OVC,,16,17,.485,,,,,2015-16,33,31,.516,,,,,,33,31,.516,,,,
Niko Medved,Furman,Southern,,23,12,.657,,,,,2013-14,62,71,.466,,,,,,62,71,.466,,,,
Marvin Menzies,UNLV,MWC,,11,21,.344,,,,,2016-17,11,21,.344,,,,,,209,132,.613,5,,,
Joe Mihalich,Hofstra,CAA,,15,17,.469,,,,,2013-14,69,64,.519,,,,,,334,267,.556,2,,,
Tim Miles,Nebraska,Big Ten,,12,19,.387,,,,,2012-13,75,86,.466,1,,,,,182,194,.484,2,,,
Archie Miller,Dayton,A-10,,24,8,.750,,,Lost First Round,,2011-12,139,63,.688,4,1,,,,139,63,.688,4,1,,
Sean Miller *,Arizona,Pac-12,,32,5,.865,10,4,Lost Regional Semifinal,,2009-10,220,66,.769,6,5,,,,340,113,.751,10,7,,
Wes Miller,UNC Greensboro,Southern,,25,10,.714,,,,,2011-12,85,102,.455,,,,,,85,102,.455,,,,
Dan Monson,Long Beach State,Big West,,15,19,.441,,,,,2007-08,170,159,.517,1,,,,,340,282,.547,3,1,,
Mark Montgomery,Northern Illinois,MAC,,15,17,.469,,,,,2011-12,75,114,.397,,,,,,75,114,.397,,,,
Chris Mooney,Richmond,A-10,,22,13,.629,,,,,2005-06,225,175,.562,2,1,,,,243,187,.565,2,1,,
Tom Moore,Quinnipiac,MAAC,,10,21,.323,,,,,2007-08,162,150,.519,,,,,,162,150,.519,,,,
Porter Moser,Loyola (IL),MVC,,18,14,.562,,,,,2011-12,89,105,.459,,,,,,194,206,.485,,,,
LeVelle Moton,North Carolina Central,MEAC,,25,9,.735,,,Lost First Four,,2009-10,152,103,.596,2,,,,,152,103,.596,2,,,
Dan Muller,Illinois State,MVC,,28,7,.800,,,,,2012-13,104,65,.615,,,,,,104,65,.615,,,,
Chris Mullin,St. John's (NY),Big East,,14,19,.424,,,,,2015-16,22,43,.338,,,,,,22,43,.338,,,,
Jack Murphy,Northern Arizona,Big Sky,,9,23,.281,,,,,2012-13,63,101,.384,,,,,,63,101,.384,,,,
Rob Murphy,Eastern Michigan,MAC,,16,17,.485,,,,,2011-12,107,97,.525,,,,,,107,97,.525,,,,
Eric Musselman,Nevada,MWC,,28,7,.800,,,Lost First Round,,2015-16,52,21,.712,1,,,,,52,21,.712,1,,,
Scott Nagy,Wright State,Horizon,,20,12,.625,,,,,2016-17,20,12,.625,,,,,,210,175,.545,3,,,
Craig Neal,New Mexico,MWC,,17,14,.548,,,,,2013-14,76,52,.594,1,,,,,76,52,.594,1,,,
Jeff Neubauer,Fordham,A-10,,13,19,.406,,,,,2015-16,30,33,.476,,,,,,218,167,.566,2,,,
Gregg Nibert,Presbyterian,Big South,,5,25,.167,,,,,2007-08,89,218,.290,,,,,,89,218,.290,,,,
Kevin Nickelberry,Howard,MEAC,,10,24,.294,,,,,2010-11,69,154,.309,,,,,,118,198,.373,,,,
Fran O'Hanlon,Lafayette,Patriot,,9,21,.300,,,,,1995-96,303,354,.461,3,,,,,303,354,.461,3,,,
Tim O'Shea,Bryant,NEC,,12,20,.375,,,,,2008-09,93,183,.337,,,,,,213,278,.434,1,,,
Nate Oats,Buffalo,MAC,,17,15,.531,,,,,2015-16,37,30,.552,1,,,,,37,30,.552,1,,,
Ryan Odom,UMBC,AEC,,21,13,.618,,,,,2016-17,21,13,.618,,,,,,29,24,.547,,,,
Kevin Ollie *,UConn,AAC,,16,17,.485,18,,,,2012-13,113,61,.649,2,1,1,1,,113,61,.649,2,1,1,1
T.J. Otzelberger,South Dakota State,Summit,,18,17,.514,,,Lost First Round,,2016-17,18,17,.514,1,,,,,18,17,.514,1,,,
Scott Padgett,Samford,Southern,,20,16,.556,,,,,2014-15,47,54,.465,,,,,,47,54,.465,,,,
Matt Painter,Purdue,Big Ten,,27,8,.771,15,15,Lost Regional Semifinal,,2005-06,265,142,.651,9,3,,,,290,147,.664,10,3,,
Josh Pastner *,Georgia Tech,ACC,,21,16,.568,,,,,2016-17,21,16,.568,,,,,,188,89,.679,4,,,
Jimmy Patsos *,Siena,MAAC,,17,17,.500,,,,,2013-14,69,68,.504,,,,,,214,203,.513,1,,,
Dave Paulsen,George Mason,A-10,,20,14,.588,,,,,2015-16,31,35,.470,,,,,,165,129,.561,2,,,
Andre Payne,Mississippi Valley State,SWAC,,7,25,.219,,,,,2014-15,21,78,.212,,,,,,21,78,.212,,,,
Eddie Payne,USC Upstate,A-Sun,,17,16,.515,,,,,2007-08,134,187,.417,,,,,,240,335,.417,1,,,
Steve Payne,Tennessee Tech,OVC,,12,20,.375,,,,,2011-12,91,97,.484,,,,,,91,97,.484,,,,
Bruce Pearl,Auburn,SEC,,18,14,.562,,,,,2014-15,44,54,.449,,,,,,275,153,.643,8,4,,
Russ Pennell,Central Arkansas,Southland,,8,24,.250,,,,,2014-15,17,72,.191,,,,,,38,86,.306,1,1,,
Jack Perri,LIU,NEC,,20,12,.625,,,,,2012-13,77,79,.494,1,,,,,77,79,.494,1,,,
Saul Phillips,Ohio,MAC,,20,11,.645,,,,,2014-15,53,43,.552,,,,,,187,127,.596,2,,,
Steve Pikiell,Rutgers,Big Ten,,15,18,.455,,,,,2016-17,15,18,.455,,,,,,207,174,.543,1,,,
Dave Pilipovich,Air Force,MWC,,12,21,.364,,,,,2011-12,72,94,.434,,,,,,72,94,.434,,,,
Richard Pitino,Minnesota,Big Ten,,24,10,.706,,,Lost First Round,,2013-14,75,61,.551,1,,,,,93,75,.554,1,,,
Rick Pitino *,Louisville,ACC,,25,9,.735,13,10,Lost Second Round,,2001-02,416,143,.744,13,7,3,1,,770,271,.740,21,13,7,2
Mark Pope,Utah Valley,WAC,,17,17,.500,,,,,2015-16,29,35,.453,,,,,,29,35,.453,,,,
Terry Porter,Portland,WCC,,11,22,.333,,,,,2016-17,11,22,.333,,,,,,11,22,.333,,,,
Mark Price,Charlotte,CUSA,,13,17,.433,,,,,2015-16,27,36,.429,,,,,,27,36,.429,,,,
Tic Price,Lamar,Southland,,19,15,.559,,,,,2013-14,46,53,.465,,,,,,213,175,.549,2,,,
Steve Prohm,Iowa State,Big 12,,24,11,.686,24,16,Lost Second Round,,2015-16,47,23,.671,2,1,,,,151,52,.744,3,1,,
Barclay Radebaugh *,Charleston Southern,Big South,,12,19,.387,,,,,2005-06,160,206,.437,,,,,,160,206,.437,,,,
Randy Rahe,Weber State,Big Sky,,20,14,.588,,,,,2006-07,228,127,.642,3,,,,,228,127,.642,3,,,
Rick Ray,Southeast Missouri State,OVC,,15,18,.455,,,,,2015-16,20,42,.323,,,,,,57,102,.358,,,,
Brett Reed,Lehigh,Patriot,,20,12,.625,,,,,2007-08,182,132,.580,2,,,,,182,132,.580,2,,,
Mike Rhoades,Rice,CUSA,,23,12,.657,,,,,2014-15,47,52,.475,,,,,,47,52,.475,,,,
King Rice,Monmouth,MAAC,,27,7,.794,,,,,2011-12,106,92,.535,,,,,,106,92,.535,,,,
Leon Rice,Boise State,MWC,,20,12,.625,,,,,2010-11,142,87,.620,2,,,,,142,87,.620,2,,,
Keith Richard,Louisiana-Monroe,Sun Belt,,9,24,.273,,,,,2010-11,77,142,.352,,,,,,227,259,.467,,,,
Kareem Richardson,Kansas City,WAC,,18,17,.514,,,,,2013-14,54,75,.419,,,,,,54,75,.419,,,,
David Richman,North Dakota State,Summit,,19,11,.633,,,,,2014-15,62,34,.646,1,,,,,62,34,.646,1,,,
Richie Riley,Nicholls State,Southland,,14,17,.452,,,,,2016-17,14,17,.452,,,,,,14,17,.452,,,,
Montez Robinson,Alcorn State,SWAC,,18,14,.562,,,,,2015-16,33,29,.532,,,,,,33,29,.532,,,,
Lorenzo Romar,Washington,Pac-12,,9,22,.290,,,,,2002-03,298,196,.603,6,3,,,,391,284,.579,7,3,,
Dave Rose *,BYU,WCC,,22,12,.647,,,,,2005-06,305,111,.733,8,1,,,,305,111,.733,8,1,,
Louis Rowe,James Madison,CAA,,10,23,.303,,,,,2016-17,10,23,.303,,,,,,10,23,.303,,,,
Jeff Rutter,Drake,MVC,,6,17,.261,,,,,2016-17,6,17,.261,,,,,,6,17,.261,,,,
Doc Sadler,Southern Miss,CUSA,,9,22,.290,,,,,2014-15,26,63,.292,,,,,,175,170,.507,1,,,
Kelvin Sampson,Houston,AAC,,21,11,.656,,,,,2014-15,56,40,.583,,,,,,481,267,.643,14,3,1,
Byron Samuels *,Florida A&M,MEAC,,7,23,.233,,,,,2014-15,17,71,.193,,,,,,92,194,.322,,,,
Mark Schmidt,St. Bonaventure,A-10,,20,12,.625,,,,,2007-08,166,144,.535,1,,,,,248,234,.515,1,,,
Bill Self,Kansas,Big 12,,31,5,.861,3,3,Lost Regional Final,,2003-04,416,88,.825,14,9,2,1,,623,193,.763,19,12,2,1
Herb Sendek,Santa Clara,WCC,,17,16,.515,,,,,2016-17,17,16,.515,,,,,,430,311,.580,8,1,,
Rob Senderoff,Kent State,MAC,,22,14,.611,,,Lost First Round,,2011-12,122,81,.601,1,,,,,122,81,.601,1,,,
Tony Shaver,William & Mary,CAA,,17,14,.548,,,,,2003-04,193,239,.447,,,,,,193,239,.447,,,,
Dave Simmons,McNeese State,Southland,,7,22,.241,,,,,2006-07,143,194,.424,,,,,,143,194,.424,,,,
Marty Simmons,Evansville,MVC,,16,17,.485,,,,,2007-08,167,160,.511,,,,,,167,160,.511,,,,
Todd Simon,Southern Utah,Big Sky,,6,27,.182,,,,,2016-17,6,27,.182,,,,,,15,35,.300,,,,
Pat Skerry,Towson,CAA,,20,13,.606,,,,,2011-12,96,101,.487,,,,,,96,101,.487,,,,
Al Skinner Jr,Kennesaw State,A-Sun,,14,18,.438,,,,,2015-16,25,38,.397,,,,,,410,329,.555,9,1,,
Mark Slessinger,New Orleans,Southland,,20,12,.625,,,Lost First Four,,2012-13,60,83,.420,1,,,,,60,83,.420,1,,,
Jerry Slocum,Youngstown State,Horizon,,13,21,.382,,,,,2005-06,142,232,.380,,,,,,142,232,.380,,,,
Shaka Smart,Texas,Big 12,,11,22,.333,21,,,,2015-16,31,35,.470,1,,,,,194,91,.681,6,1,1,
Byron Smith,Prairie View,SWAC,,13,20,.394,,,,,2015-16,19,26,.422,,,,,,19,26,.422,,,,
Craig Smith,South Dakota,Summit,,22,12,.647,,,,,2014-15,53,46,.535,,,,,,53,46,.535,,,,
G.G. Smith,Loyola (MD),Patriot,,16,17,.485,,,,,2013-14,47,76,.382,,,,,,47,76,.382,,,,
Kyle Smith,San Francisco,WCC,,20,13,.606,,,,,2016-17,20,13,.606,,,,,,121,95,.560,,,,
Lamont Smith,San Diego,WCC,,13,18,.419,,,,,2015-16,22,39,.361,,,,,,22,39,.361,,,,
Tubby Smith,Memphis,AAC,,19,13,.594,,,,,2016-17,19,13,.594,,,,,,576,289,.666,18,9,1,1
Zach Spiker,Drexel,CAA,,9,23,.281,,,,,2016-17,9,23,.281,,,,,,111,135,.451,,,,
Jay Spoonhour,Eastern Illinois,OVC,,14,15,.483,,,,,2012-13,67,87,.435,,,,,,73,91,.445,,,,
Preston Spradlin,Morehead State,OVC,,12,9,.571,,,,,2016-17,12,9,.571,,,,,,12,9,.571,,,,
Kevin Stallings,Pitt,ACC,,16,17,.485,,,,,2016-17,16,17,.485,,,,,,471,300,.611,9,2,,
Rick Stansbury,Western Kentucky,CUSA,,15,17,.469,,,,,2016-17,15,17,.469,,,,,,308,183,.627,6,,,
Anthony Stewart,UT-Martin,OVC,,22,13,.629,,,,,2016-17,22,13,.629,,,,,,22,13,.629,,,,
Damon Stoudamire,Pacific,WCC,,11,22,.333,,,,,2016-17,11,22,.333,,,,,,11,22,.333,,,,
Scott Sutton,Oral Roberts,Summit,,8,22,.267,,,,,1999-00,328,247,.570,3,,,,,328,247,.570,3,,,
Dedrique Taylor,Cal State Fullerton,Big West,,17,15,.531,,,,,2013-14,47,77,.379,,,,,,47,77,.379,,,,
Rodney Terry,Fresno State,MWC,,20,13,.606,,,,,2011-12,105,97,.520,1,,,,,105,97,.520,1,,,
Reggie Theus,Cal State Northridge,Big West,,11,19,.367,,,,,2013-14,47,81,.367,,,,,,88,104,.458,1,,,
John Thompson III,Georgetown,Big East,,14,18,.438,,,,,2004-05,278,151,.648,8,2,1,,,346,193,.642,10,2,1,
Wayne Tinkle,Oregon State,Pac-12,,5,27,.156,,,,,2014-15,41,54,.432,1,,,,,199,145,.578,4,,,
Andrew Toole,Robert Morris,NEC,,14,19,.424,,,,,2010-11,134,106,.558,1,,,,,134,106,.558,1,,,
Mark Turgeon,Maryland,Big Ten,,24,9,.727,25,,Lost First Round,,2011-12,138,68,.670,3,1,,,,388,227,.631,8,2,,
Russ Turner,UC-Irvine,Big West,,21,15,.583,,,,,2010-11,139,105,.570,1,,,,,139,105,.570,1,,,
Brad Underwood *,Oklahoma State,Big 12,,20,13,.606,,,Lost First Round,,2016-17,20,13,.606,1,,,,,109,27,.801,4,,,
Don Verlin,Idaho,Big Sky,,19,14,.576,,,,,2008-09,150,140,.517,,,,,,150,140,.517,,,,
Will Wade,VCU,A-10,,26,9,.743,,,Lost First Round,,2015-16,51,20,.718,2,,,,,91,45,.669,2,,,
Jamall Walker,Illinois,Big Ten,,2,1,.667,,,,,2016-17,2,1,.667,,,,,,2,1,.667,,,,
Keith Walker,Delaware State,MEAC,,10,22,.312,,,,,2013-14,40,71,.360,,,,,,40,71,.360,,,,
Shawn Walker,Grambling,SWAC,,16,17,.485,,,,,2014-15,25,68,.269,,,,,,25,68,.269,,,,
Bob Walsh,Maine,AEC,,7,25,.219,,,,,2014-15,18,74,.196,,,,,,18,74,.196,,,,
Brian Wardle,Bradley,MVC,,13,20,.394,,,,,2015-16,18,47,.277,,,,,,113,112,.502,,,,
Gary Waters,Cleveland State,Horizon,,9,22,.290,,,,,2006-07,194,172,.530,1,,,,,365,307,.543,3,,,
Bruce Weber,Kansas State,Big 12,,21,14,.600,,,Lost First Round,,2012-13,100,68,.595,3,,,,,413,223,.649,11,3,1,
Paul Weir,New Mexico State,WAC,,28,6,.824,,,Lost First Round,,2016-17,28,6,.824,1,,,,,28,6,.824,1,,,
Michael White,Florida,SEC,,27,9,.750,,20,Lost Regional Final,,2015-16,48,24,.667,1,1,,,,149,64,.700,1,1,,
James Whitford,Ball State,MAC,,21,13,.618,,,,,2013-14,54,75,.419,,,,,,54,75,.419,,,,
Kevin Willard,Seton Hall,Big East,,21,12,.636,,,Lost First Round,,2010-11,128,102,.557,2,,,,,173,151,.534,2,,,
Bob Williams,UCSB,Big West,,6,22,.214,,,,,1998-99,313,260,.546,3,,,,,313,260,.546,3,,,
Buzz Williams,Virginia Tech,ACC,,22,11,.667,,,Lost First Round,,2014-15,53,48,.525,1,,,,,206,134,.606,6,3,,
Corey Williams,Stetson,A-Sun,,11,21,.344,,,,,2013-14,39,89,.305,,,,,,39,89,.305,,,,
Roy Williams,UNC,ACC,,33,7,.825,6,6,Won National Final,,2003-04,398,115,.776,13,9,5,3,,816,216,.791,27,18,9,3
Marty Wilson,Pepperdine,WCC,,9,22,.290,,,,,1995-96,85,113,.429,,,,,,85,113,.429,,,,
Willis Wilson,Texas A&M-Corpus Christi,Southland,,24,12,.667,,,,,2011-12,99,97,.505,,,,,,317,344,.480,,,,
Reggie Witherspoon,Canisius,MAAC,,18,16,.529,,,,,2016-17,18,16,.529,,,,,,216,244,.470,,,,
Steve Wojciechowski,Marquette,Big East,,19,13,.594,,,Lost First Round,,2014-15,52,45,.536,1,,,,,52,45,.536,1,,,
Dave Wojcik,San Jose State,MWC,,14,16,.467,,,,,2013-14,32,90,.262,,,,,,32,90,.262,,,,
Sean Woods,Morehead State,OVC,,2,7,.222,,,,,2012-13,77,70,.524,,,,,,127,150,.458,1,,,
Billy Wright,Western Illinois,Summit,,8,20,.286,,,,,2014-15,26,57,.313,,,,,,26,57,.313,,,,
Jay Wright,Villanova,Big East,,32,4,.889,4,1,Lost Second Round,,2001-02,386,161,.706,12,5,2,1,,508,246,.674,14,5,2,1
Mike Young,Wofford,Southern,,16,17,.485,,,,,2002-03,248,226,.523,4,,,,,248,226,.523,4,,,
