,,,,2009-10 Season,2009-10 Season,2009-10 Season,2009-10 Season,2009-10 Season,2009-10 Season,,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,,Career Overall,Career Overall,Career Overall,Career Overall,Career Overall,Career Overall,Career Overall
Marvin Menzies,New Mexico State,WAC,,22,12,.647,,,Lost First Round,,2007-08,60,41,.594,1,,,,,60,41,.594,1,,,
Joe Mihalich,Niagara,MAAC,,18,15,.545,,,,,1998-99,223,147,.603,2,,,,,223,147,.603,2,,,
Tim Miles,Colorado State,MWC,,16,16,.500,,,,,2007-08,32,63,.337,,,,,,68,83,.450,,,,
Glen Miller,Penn,Ivy,,0,7,.000,,,,,2006-07,45,52,.464,1,,,,,138,151,.478,1,,,
Mike Miller,Eastern Illinois,OVC,,19,12,.613,,,,,2005-06,54,93,.367,,,,,,141,172,.450,1,,,
Sean Miller,Arizona,Pac-10,,16,15,.516,,,,,2009-10,16,15,.516,,,,,,136,62,.687,4,2,,
Fang Mitchell,Coppin State,MEAC,,8,22,.267,,,,,1986-87,379,343,.525,4,,,,,379,343,.525,4,,,
Jim Molinari,Western Illinois,Summit,,13,17,.433,,,,,2008-09,22,37,.373,,,,,,245,223,.524,2,,,
Randy Monroe,UMBC,AEC,,4,26,.133,,,,,2004-05,76,108,.413,1,,,,,76,108,.413,1,,,
Dan Monson,Long Beach State,Big West,,17,16,.515,,,,,2007-08,38,56,.404,,,,,,208,179,.537,2,1,,
Mike Montgomery,California,Pac-10,,24,11,.686,13,,Lost Second Round,,2008-09,46,22,.676,2,,,,,592,267,.689,14,3,1,
Chris Mooney,Richmond,A-10,,26,9,.743,,24,Lost First Round,,2005-06,83,79,.512,1,,,,,101,91,.526,1,,,
Tom Moore,Quinnipiac,NEC,,23,10,.697,,,,,2007-08,53,41,.564,,,,,,53,41,.564,,,,
Stew Morrill,Utah State,WAC,,27,8,.771,,,Lost First Round,,1998-99,294,99,.748,7,,,,,512,237,.684,8,,,
Benny Moss,UNC Wilmington,CAA,,7,14,.333,,,,,2006-07,41,74,.357,,,,,,41,74,.357,,,,
LeVelle Moton,North Carolina Central,Ind,,7,22,.241,,,,,2009-10,7,22,.241,,,,,,7,22,.241,,,,
Scott Nagy,South Dakota State,Summit,,14,16,.467,,,,,2005-06,50,101,.331,,,,,,50,101,.331,,,,
Bobby Nash,Hawaii,WAC,,10,20,.333,,,,,2007-08,34,56,.378,,,,,,34,56,.378,,,,
Brian Nash,St. Francis (NY),NEC,,11,18,.379,,,,,2005-06,47,99,.322,,,,,,47,99,.322,,,,
George Nessman,San Jose State,WAC,,14,17,.452,,,,,2005-06,51,103,.331,,,,,,51,103,.331,,,,
Jeff Neubauer,Eastern Kentucky,OVC,,20,13,.606,,,,,2005-06,87,70,.554,1,,,,,87,70,.554,1,,,
Gregg Nibert,Presbyterian,Big South,,5,26,.161,,,,,2007-08,22,68,.244,,,,,,22,68,.244,,,,
Dickey Nutt *,Southeast Missouri State,OVC,,7,23,.233,,,,,2009-10,7,23,.233,,,,,,196,210,.483,1,,,
Joe O'Brien,Idaho State,Big Sky,,7,22,.241,,,,,2006-07,45,77,.369,,,,,,45,77,.369,,,,
Fran O'Hanlon,Lafayette,Patriot,,19,13,.594,,,,,1995-96,212,224,.486,2,,,,,212,224,.486,2,,,
Kevin O'Neill *,USC,Pac-10,,16,14,.533,,,,,2009-10,16,14,.533,,,,,,187,194,.491,3,1,,
Tim O'Shea,Bryant,NEC,,1,29,.033,,,,,2008-09,9,50,.153,,,,,,129,145,.471,1,,,
Louis Orr,Bowling Green State,MAC,,14,16,.467,,,,,2007-08,46,47,.495,,,,,,146,127,.535,2,,,
Matt Painter,Purdue,Big Ten,,29,6,.829,7,10,Lost Regional Semifinal,,2005-06,112,56,.667,4,2,,,,137,61,.692,5,2,,
Tom Parrotta,Canisius,MAAC,,15,17,.469,,,,,2006-07,44,81,.352,,,,,,44,81,.352,,,,
Joe Pasternack,New Orleans,Sun Belt,,8,22,.267,,,,,2007-08,38,54,.413,,,,,,38,54,.413,,,,
Josh Pastner,Memphis,CUSA,,24,10,.706,,,,,2009-10,24,10,.706,,,,,,24,10,.706,,,,
Jimmy Patsos,Loyola (MD),MAAC,,13,17,.433,,,,,2004-05,83,99,.456,,,,,,83,99,.456,,,,
Ricardo Patton,Northern Illinois,MAC,,10,20,.333,,,,,2007-08,26,62,.295,,,,,,210,222,.486,2,,,
Dave Paulsen,Bucknell,Patriot,,14,17,.452,,,,,2008-09,21,40,.344,,,,,,21,40,.344,,,,
Eddie Payne,USC Upstate,A-Sun,,6,23,.207,,,,,2007-08,22,67,.247,,,,,,128,215,.373,1,,,
Bruce Pearl,Tennessee,SEC,,28,9,.757,10,15,Lost Regional Final,,2005-06,126,46,.733,5,3,,,,212,84,.716,7,4,,
Tom Pecora,Hofstra,CAA,,19,15,.559,,,,,2001-02,155,126,.552,,,,,,155,126,.552,,,,
Randy Peele,Winthrop,Big South,,19,14,.576,,,Lost Opening Round,,2007-08,52,45,.536,2,,,,,98,114,.462,3,,,
John Pelphrey,Arkansas,SEC,,14,18,.438,,,,,2007-08,51,46,.526,1,,,,,131,113,.537,2,,,
Tommy Penders,Houston,CUSA,,19,16,.543,,,Lost First Round,,2004-05,121,77,.611,1,,,,,594,420,.586,11,3,,
Buzz Peterson,Appalachian State,Southern,,24,13,.649,,,,,1996-97,103,52,.665,1,,,,,225,147,.605,1,,,
Vann Pettaway,Alabama A&M,SWAC,,11,16,.407,,,,,1998-99,159,181,.468,1,,,,,159,181,.468,1,,,
Mark Phelps,Drake,MVC,,14,19,.424,,,,,2008-09,31,35,.470,,,,,,31,35,.470,,,,
Saul Phillips,North Dakota State,Summit,,11,18,.379,,,,,2007-08,53,38,.582,1,,,,,53,38,.582,1,,,
Steve Pikiell,Stony Brook,AEC,,22,10,.688,,,,,2005-06,58,91,.389,,,,,,58,91,.389,,,,
J.P. Piper,Nicholls State,Southland,,11,19,.367,,,,,2004-05,64,112,.364,,,,,,64,112,.364,,,,
Rick Pitino,Louisville,Big East,,20,13,.606,19,,Lost First Round,,2001-02,220,86,.719,7,3,1,,,574,214,.728,15,9,5,1
Oliver Purnell,Clemson,ACC,,21,11,.656,24,,Lost First Round,,2003-04,138,88,.611,3,,,,,394,279,.585,6,,,
Barclay Radebaugh,Charleston Southern,Big South,,13,17,.433,,,,,2005-06,53,95,.358,,,,,,53,95,.358,,,,
Randy Rahe,Weber State,Big Sky,,20,11,.645,,,,,2006-07,77,47,.621,1,,,,,77,47,.621,1,,,
Charles Ramsey,Eastern Michigan,MAC,,17,15,.531,,,,,2005-06,59,96,.381,,,,,,59,96,.381,,,,
Brett Reed,Lehigh,Patriot,,22,11,.667,,,Lost First Round,,2007-08,51,40,.560,1,,,,,51,40,.560,1,,,
Clifford Reed,Bethune-Cookman,MEAC,,17,16,.515,,,,,2001-02,104,154,.403,,,,,,104,154,.403,,,,
Roger Reid,Southern Utah,Summit,,7,22,.241,,,,,2007-08,29,61,.322,,,,,,181,138,.567,5,,,
Eric Reveno,Portland,WCC,,21,11,.656,,,,,2006-07,58,69,.457,,,,,,58,69,.457,,,,
Jeff Reynolds,Air Force,MWC,,10,21,.323,,,,,2007-08,36,56,.391,,,,,,36,56,.391,,,,
Mike Rice Jr,Robert Morris,NEC,,23,12,.657,,,Lost First Round,,2007-08,73,31,.702,2,,,,,73,31,.702,2,,,
Byron Rimm II,Prairie View,SWAC,,16,14,.533,,,,,2006-07,49,74,.398,,,,,,49,74,.398,,,,
Norm Roberts,St. John's (NY),Big East,,17,16,.515,,,,,2004-05,81,101,.445,,,,,,81,101,.445,,,,
Craig Robinson,Oregon State,Pac-10,,14,18,.438,,,,,2008-09,32,36,.471,,,,,,62,64,.492,,,,
Steve Roccaforte,Lamar,Southland,,14,18,.438,,,,,2006-07,63,61,.508,,,,,,63,61,.508,,,,
Barry Rohrssen,Manhattan,MAAC,,11,20,.355,,,,,2006-07,52,70,.426,,,,,,52,70,.426,,,,
Lorenzo Romar,Washington,Pac-10,,26,10,.722,14,,Lost Regional Semifinal,,2002-03,171,91,.653,5,3,,,,264,179,.596,6,3,,
Dave Rose,BYU,MWC,,30,6,.833,,17,Lost Second Round,,2005-06,127,40,.760,4,,,,,127,40,.760,4,,,
Monte Ross,Delaware,CAA,,7,24,.226,,,,,2006-07,39,86,.312,,,,,,39,86,.312,,,,
Kerry Rupp,Louisiana Tech,WAC,,24,11,.686,,,,,2007-08,45,53,.459,,,,,,54,57,.486,1,,,
Bo Ryan,Wisconsin,Big Ten,,24,9,.727,,16,Lost Second Round,,2001-02,217,82,.726,9,3,,,,247,109,.694,9,3,,
Doc Sadler,Nebraska,Big 12,,15,18,.455,,,,,2006-07,70,58,.547,,,,,,118,76,.608,1,,,
Scott Sanderson,Lipscomb,A-Sun,,17,13,.567,,,,,2002-03,119,120,.498,,,,,,119,120,.498,,,,
Mark Schmidt,St. Bonaventure,A-10,,15,16,.484,,,,,2007-08,38,53,.418,,,,,,120,143,.456,,,,
Heath Schroyer,Wyoming,MWC,,10,21,.323,,,,,2007-08,41,53,.436,,,,,,76,100,.432,,,,
Joe Scott,Denver,Sun Belt,,19,13,.594,,,,,2007-08,45,48,.484,,,,,,134,156,.462,1,,,
Rick Scruggs,Gardner-Webb,Big South,,8,21,.276,,,,,2002-03,95,143,.399,,,,,,95,143,.399,,,,
Bill Self,Kansas,Big 12,,33,3,.917,1,1,Lost Second Round,,2003-04,202,43,.824,7,4,1,1,,409,148,.734,12,7,1,1
Herb Sendek,Arizona State,Pac-10,,22,11,.667,,,,,2006-07,76,56,.576,1,,,,,330,214,.607,7,1,,
Tony Shaver,William & Mary,CAA,,22,11,.667,,,,,2003-04,87,124,.412,,,,,,87,124,.412,,,,
Steve Shields,Little Rock,Sun Belt,,8,22,.267,,,,,2003-04,113,95,.543,,,,,,113,95,.543,,,,
John Shulman,Chattanooga,Southern,,15,18,.455,,,,,2004-05,105,90,.538,2,,,,,105,90,.538,2,,,
Dave Simmons,McNeese State,Southland,,10,20,.333,,,,,2006-07,49,71,.408,,,,,,49,71,.408,,,,
Marty Simmons,Evansville,MVC,,9,21,.300,,,,,2007-08,35,56,.385,,,,,,35,56,.385,,,,
Al Skinner Jr,Boston College,ACC,,15,16,.484,,,,,1997-98,247,165,.600,7,1,,,,385,291,.570,9,1,,
Jerry Slocum,Youngstown State,Horizon,,8,22,.267,,,,,2005-06,49,100,.329,,,,,,49,100,.329,,,,
Shaka Smart,VCU,CAA,,27,9,.750,,,,,2009-10,27,9,.750,,,,,,27,9,.750,,,,
Larry Smith,Alcorn State,SWAC,,2,29,.065,,,,,2008-09,8,54,.129,,,,,,8,54,.129,,,,
Tubby Smith,Minnesota,Big Ten,,21,14,.600,25,,Lost First Round,,2007-08,63,39,.618,2,,,,,450,184,.710,16,9,1,1
Kirk Speraw *,UCF,CUSA,,15,17,.469,,,,,1993-94,279,233,.545,4,,,,,279,233,.545,4,,,
Zach Spiker,Army,Patriot,,14,15,.483,,,,,2009-10,14,15,.483,,,,,,14,15,.483,,,,
Rob Spivery,Southern,SWAC,,5,25,.167,,,,,2005-06,54,101,.348,1,,,,,183,237,.436,3,,,
Kevin Stallings,Vanderbilt,SEC,,24,9,.727,,21,Lost First Round,,1999-00,213,137,.609,4,2,,,,336,200,.627,6,2,,
Rick Stansbury,Mississippi State,SEC,,24,12,.667,18,,,,1998-99,255,140,.646,6,,,,,255,140,.646,6,,,
Brad Stevens,Butler,Horizon,,33,5,.868,11,11,Lost National Final,,2007-08,89,15,.856,3,1,1,,,89,15,.856,3,1,1,
Gary Stewart,UC-Davis,Big West,,14,18,.438,,,,,2004-05,60,119,.335,,,,,,60,119,.335,,,,
Mike Sutton,Tennessee Tech,OVC,,15,17,.469,,,,,2002-03,129,117,.524,,,,,,129,117,.524,,,,
Scott Sutton,Oral Roberts,Summit,,20,13,.606,,,,,1999-00,204,139,.595,3,,,,,204,139,.595,3,,,
Benjy Taylor,Chicago State,GWC,,9,23,.281,,,,,2007-08,39,53,.424,,,,,,39,53,.424,,,,
Billy Taylor,Ball State,MAC,,15,15,.500,,,,,2007-08,35,56,.385,,,,,,116,125,.481,1,,,
Blaine Taylor,Old Dominion,CAA,,27,9,.750,,,Lost Second Round,,2001-02,188,103,.646,3,,,,,329,169,.661,5,,,
Isiah Thomas III,Florida International,Sun Belt,,7,25,.219,,,,,2009-10,7,25,.219,,,,,,7,25,.219,,,,
Bob Thomason,Pacific,Big West,,23,12,.657,,,,,1988-89,387,275,.585,4,,,,,387,275,.585,4,,,
Brooks Thompson,UTSA,Southland,,19,11,.633,,,,,2006-07,58,63,.479,,,,,,58,63,.479,,,,
John Thompson III,Georgetown,Big East,,23,11,.676,20,14,Lost First Round,,2004-05,139,62,.692,4,2,1,,,207,104,.666,6,2,1,
Jimmy Tillette,Samford,Southern,,11,20,.355,,,,,1997-98,206,181,.532,2,,,,,206,181,.532,2,,,
Wayne Tinkle,Montana,Big Sky,,22,10,.688,,,Lost First Round,,2006-07,70,53,.569,1,,,,,70,53,.569,1,,,
Mark Turgeon,Texas A&M,Big 12,,24,10,.706,,23,Lost Second Round,,2007-08,73,31,.702,3,,,,,226,150,.601,4,1,,
Donnie Tyndall,Morehead State,OVC,,24,11,.686,,,,,2006-07,71,60,.542,1,,,,,71,60,.542,1,,,
Don Verlin,Idaho,WAC,,15,16,.484,,,,,2008-09,32,32,.500,,,,,,32,32,.500,,,,
Greg Vetrone,FDU,NEC,,11,21,.344,,,,,2009-10,11,21,.344,,,,,,11,21,.344,,,,
Jerry Wainwright,DePaul,Big East,,7,8,.467,,,,,2005-06,59,80,.424,,,,,,244,225,.520,3,,,
Rex Walters,San Francisco,WCC,,12,18,.400,,,,,2008-09,23,37,.383,,,,,,54,70,.435,,,,
Cliff Warren,Jacksonville,A-Sun,,20,13,.606,,,,,2005-06,72,80,.474,,,,,,72,80,.474,,,,
Robert Washington,Grambling,SWAC,,7,21,.250,,,,,2009-10,7,21,.250,,,,,,7,21,.250,,,,
Gary Waters,Cleveland State,Horizon,,16,17,.485,,,,,2006-07,73,62,.541,1,,,,,244,197,.553,3,,,
Derek Waugh,Stetson,A-Sun,,7,22,.241,,,,,2000-01,117,173,.403,,,,,,117,173,.403,,,,
Bruce Weber,Illinois,Big Ten,,21,15,.583,23,,,,2003-04,173,72,.706,5,2,1,,,276,126,.687,7,3,1,
Tracy Webster,DePaul,Big East,,1,15,.062,,,,,2009-10,1,15,.062,,,,,,1,15,.062,,,,
Jim Whitesell,Loyola (IL),Horizon,,14,16,.467,,,,,2004-05,93,92,.503,,,,,,93,92,.503,,,,
Dereck Whittenburg,Fordham,A-10,,1,4,.200,,,,,2003-04,69,112,.381,,,,,,136,162,.456,1,,,
Kevin Willard,Iona,MAAC,,21,10,.677,,,,,2007-08,45,49,.479,,,,,,45,49,.479,,,,
Bob Williams,UCSB,Big West,,20,10,.667,,,Lost First Round,,1998-99,199,156,.561,2,,,,,199,156,.561,2,,,
Buzz Williams,Marquette,Big East,,22,12,.647,,,Lost First Round,,2008-09,47,22,.681,2,,,,,61,39,.610,2,,,
Gary Williams,Maryland,ACC,,24,9,.727,,20,Lost Second Round,,1989-90,442,238,.650,14,7,2,1,,649,366,.639,17,9,2,1
Roy Williams,UNC,ACC,,20,17,.541,6,,,,2003-04,196,54,.784,6,4,3,2,,614,155,.798,20,13,7,2
Reggie Witherspoon,Buffalo,MAC,,18,12,.600,,,,,1999-00,144,183,.440,,,,,,144,183,.440,,,,
Doug Wojcik,Tulsa,CUSA,,23,12,.657,,,,,2005-06,104,65,.615,,,,,,104,65,.615,,,,
Sean Woods,Mississippi Valley State,SWAC,,9,23,.281,,,,,2008-09,16,48,.250,,,,,,16,48,.250,,,,
Ted Woodward,Maine,AEC,,19,11,.633,,,,,2004-05,73,104,.412,,,,,,73,104,.412,,,,
Jim Wooldridge,UC-Riverside,Big West,,12,17,.414,,,,,2007-08,38,51,.427,,,,,,219,240,.477,1,,,
Jay Wright,Villanova,Big East,,25,8,.758,5,9,Lost Second Round,,2001-02,203,99,.672,6,4,1,,,325,184,.639,8,4,1,
Jim Yarbrough,Southeastern Louisiana,Southland,,19,12,.613,,,,,2005-06,81,68,.544,,,,,,81,68,.544,,,,
Charlton Young,Georgia Southern,Southern,,9,23,.281,,,,,2009-10,9,23,.281,,,,,,9,23,.281,,,,
Mike Young,Wofford,Southern,,26,9,.743,,,Lost First Round,,2002-03,116,126,.479,1,,,,,116,126,.479,1,,,
Ernie Zeigler,Central Michigan,MAC,,15,15,.500,,,,,2006-07,54,69,.439,,,,,,54,69,.439,,,,
