,,,,2024-25 Season,2024-25 Season,2024-25 Season,2024-25 Season,2024-25 Season,2024-25 Season,,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,Career at Current School,,Career Overall,Career Overall,Career Overall,Career Overall,Career Overall,Career Overall,Career Overall
David McLaughlin,Dartmouth,Ivy,,14,12,.538,,,,,2016-17,76,143,.347,,,,,,76,143,.347,,,,
Matt McMahon,LSU,SEC,,14,16,.467,,,,,2022-23,45,51,.469,,,,,,199,118,.628,3,,,
Bucky McMillan,Samford,Southern,,22,9,.710,,,,,2020-21,99,50,.664,1,,,,,99,50,.664,1,,,
Gerry McNamara,Siena,MAAC,,13,16,.448,,,,,2024-25,13,16,.448,,,,,,13,16,.448,,,,
Niko Medved,Colorado State,MWC,,21,9,.700,,,,,2018-19,138,84,.622,2,,,,,217,172,.558,2,,,
Marvin Menzies,Kansas City,Summit,,12,19,.387,,,,,2022-23,39,56,.411,,,,,,285,215,.570,5,,,
Tim Miles,San Jose State,MWC,,13,18,.419,,,,,2021-22,51,78,.395,,,,,,274,300,.477,2,,,
Archie Miller,Rhode Island,A-10,,17,11,.607,,,,,2022-23,38,53,.418,,,,,,244,174,.584,4,1,,
Sean Miller *,Xavier,Big East,,19,10,.655,,,,,2004-05,182,85,.682,5,3,,,,484,194,.714,12,8,,
Wes Miller,Cincinnati,Big 12,,17,12,.586,20,,,,2021-22,80,55,.593,,,,,,265,190,.582,2,,,
Paul Mills,Wichita State,AAC,,17,12,.586,,,,,2023-24,32,31,.508,,,,,,138,115,.545,2,1,,
Jordan Mincy,Jacksonville,A-Sun,,19,12,.613,,,,,2021-22,69,55,.556,,,,,,69,55,.556,,,,
Dan Monson,Eastern Washington,Big Sky,,10,21,.323,,,,,2024-25,10,21,.323,,,,,,455,417,.522,4,1,,
Mark Montgomery,Detroit Mercy,Horizon,,8,24,.250,,,,,2024-25,8,24,.250,,,,,,134,203,.398,,,,
Chris Mooney,Richmond,A-10,,10,20,.333,,,,,2005-06,358,288,.554,3,1,,,,376,300,.556,3,1,,
Dave Moore,West Georgia,A-Sun,,6,25,.194,,,,,2024-25,6,25,.194,,,,,,6,25,.194,,,,
Mike Morrell,UNC Asheville,Big South,,20,10,.667,,,,,2018-19,115,98,.540,1,,,,,115,98,.540,1,,,
Porter Moser,Oklahoma,SEC,,17,12,.586,,,,,2021-22,71,57,.555,,,,,,364,299,.549,2,2,1,
LeVelle Moton,North Carolina Central,MEAC,,13,17,.433,,,,,2009-10,277,214,.564,4,,,,,277,214,.564,4,,,
Chris Mudge,Sam Houston,CUSA,,11,18,.379,,,,,2023-24,32,30,.516,,,,,,32,30,.516,,,,
Eric Musselman,USC,Big Ten,,14,15,.483,,,,,2024-25,14,15,.483,,,,,,235,108,.685,6,4,,
Scott Nagy,Southern Illinois,MVC,,13,18,.419,,,,,2024-25,13,18,.419,,,,,,370,273,.575,5,,,
Kyle Neptune,Villanova,Big East,,18,13,.581,,,,,2022-23,53,46,.535,,,,,,69,62,.527,,,,
Andy Newman,Cal State Northridge,Big West,,21,8,.724,,,,,2023-24,40,23,.635,,,,,,54,41,.568,,,,
Darris Nichols,Radford,Big South,,19,12,.613,,,,,2021-22,67,62,.519,,,,,,67,62,.519,,,,
Saah Nimley,Charleston Southern,Big South,,10,21,.323,,,,,2023-24,18,36,.333,,,,,,18,36,.333,,,,
Nate Oats,Alabama,SEC,,23,6,.793,2,,,,2019-20,140,60,.700,4,3,1,,,236,103,.696,7,3,1,
Ryan Odom,VCU,A-10,,25,5,.833,,,,,2023-24,49,19,.721,,,,,,198,115,.633,2,,,
Eric Olen,UC-San Diego,Big West,,26,4,.867,,,,,2020-21,77,62,.554,,,,,,77,62,.554,,,,
T.J. Otzelberger,Iowa State,Big 12,,22,8,.733,5,,,,2021-22,92,43,.681,3,2,,,,191,106,.643,5,2,,
Matt Painter,Purdue,Big Ten,,21,9,.700,14,,,,2005-06,468,212,.688,15,7,1,,,493,217,.694,16,7,1,
Lamont Paris,South Carolina,SEC,,12,18,.400,,,,,2022-23,49,47,.510,1,,,,,136,119,.533,2,,,
Joe Pasternack,UCSB,Big West,,19,11,.633,,,,,2017-18,167,79,.679,2,,,,,221,139,.614,2,,,
Dave Paulsen,Holy Cross,Patriot,,13,19,.406,,,,,2023-24,23,42,.354,,,,,,252,227,.526,2,,,
Greg Paulus,Niagara,MAAC,,10,19,.345,,,,,2019-20,77,97,.443,,,,,,77,97,.443,,,,
Bruce Pearl,Auburn,SEC,,27,3,.900,11,,,,2014-15,241,122,.664,5,1,1,,,472,221,.681,13,5,1,
Tom Pecora,Quinnipiac,MAAC,,18,11,.621,,,,,2023-24,42,21,.667,,,,,,241,253,.488,,,,
Ryan Pedon,Illinois State,MVC,,18,13,.581,,,,,2022-23,44,51,.463,,,,,,44,51,.463,,,,
John Pelphrey,Tennessee Tech,OVC,,15,16,.484,,,,,2019-20,66,119,.357,,,,,,215,245,.467,2,,,
Dwight Perry,Wofford,Southern,,16,15,.516,,,,,2022-23,45,42,.517,,,,,,45,42,.517,,,,
Eric Peterson,South Dakota,Summit,,18,13,.581,,,,,2022-23,42,52,.447,,,,,,42,52,.447,,,,
Antoine Pettway,Kennesaw State,CUSA,,17,13,.567,,,,,2023-24,32,29,.525,,,,,,32,29,.525,,,,
Todd Phillips,Utah Valley,WAC,,21,7,.750,,,,,2023-24,37,23,.617,,,,,,37,23,.617,,,,
Steve Pikiell,Rutgers,Big Ten,,14,16,.467,25,,,,2016-17,146,139,.512,2,,,,,338,295,.534,3,,,
Richard Pitino,New Mexico,MWC,,24,6,.800,,,,,2021-22,85,47,.644,1,,,,,244,184,.570,3,,,
Rick Pitino *,St. John's (NY),Big East,,26,4,.867,,,,,2023-24,46,17,.730,,,,,,880,310,.739,23,13,7,2
Hank Plona,Western Kentucky,CUSA,,16,13,.552,,,,,2024-25,16,13,.552,,,,,,16,13,.552,,,,
Mark Pope,Kentucky,SEC,,20,10,.667,23,,,,2024-25,20,10,.667,,,,,,207,118,.637,2,,,
Roger Powell Jr.,Valparaiso,MVC,,13,18,.419,,,,,2023-24,20,43,.317,,,,,,20,43,.317,,,,
Alex Pribble,Idaho,Big Sky,,13,18,.419,,,,,2023-24,24,39,.381,,,,,,24,39,.381,,,,
Steve Prohm,Murray State,MVC,,15,16,.484,,,,,2011-12,148,80,.649,1,,,,,245,175,.583,4,1,,
Mark Prosser,Winthrop,Big South,,21,10,.677,,,,,2021-22,76,51,.598,,,,,,113,104,.521,,,,
Tony Pujol,North Alabama,A-Sun,,23,9,.719,,,,,2018-19,101,112,.474,,,,,,101,112,.474,,,,
David Ragland,Evansville,MVC,,11,20,.355,,,,,2022-23,33,65,.337,,,,,,33,65,.337,,,,
Brett Reed,Lehigh,Patriot,,11,19,.367,,,,,2007-08,287,259,.526,2,,,,,287,259,.526,2,,,
Mike Rhoades,Penn State,Big Ten,,15,15,.500,,,,,2023-24,31,32,.492,,,,,,207,145,.588,3,,,
King Rice,Monmouth,CAA,,12,19,.387,,,,,2011-12,219,227,.491,,,,,,219,227,.491,,,,
Leon Rice,Boise State,MWC,,22,8,.733,,,,,2010-11,312,174,.642,5,,,,,312,174,.642,5,,,
Keith Richard,Louisiana-Monroe,Sun Belt,,7,25,.219,,,,,2010-11,170,296,.365,,,,,,320,413,.437,,,,
Bob Richey,Furman,Southern,,23,8,.742,,,,,2017-18,179,78,.696,1,,,,,179,78,.696,1,,,
David Richman,North Dakota State,Summit,,21,10,.677,,,,,2014-15,211,141,.599,2,,,,,211,141,.599,2,,,
Marty Richter,USC Upstate,Big South,,6,25,.194,,,,,2024-25,6,25,.194,,,,,,6,25,.194,,,,
Ryan Ridder,Mercer,Southern,,13,18,.419,,,,,2024-25,13,18,.419,,,,,,109,110,.498,,,,
David Riley,Washington State,WCC,,18,13,.581,,,,,2024-25,18,13,.581,,,,,,80,51,.611,,,,
Richie Riley,South Alabama,Sun Belt,,21,10,.677,,,,,2018-19,131,93,.585,,,,,,166,121,.578,,,,
Daniyal Robinson,Cleveland State,Horizon,,20,11,.645,,,,,2022-23,62,40,.608,,,,,,62,40,.608,,,,
Monte Ross,North Carolina A&T,CAA,,7,24,.226,,,,,2023-24,14,49,.222,,,,,,146,233,.385,1,,,
Tevon Saddler,Nicholls State,Southland,,19,12,.613,,,,,2023-24,39,26,.600,,,,,,39,26,.600,,,,
Kelvin Sampson,Houston,Big 12,,26,4,.867,4,,,,2014-15,290,83,.777,6,5,1,,,715,310,.698,20,8,2,
Ron Sanchez,Virginia,ACC,,15,15,.500,,,,,2024-25,15,15,.500,,,,,,87,93,.483,,,,
Levell Sanders,Binghamton,AEC,,15,16,.484,,,,,2021-22,55,66,.455,,,,,,55,66,.455,,,,
Clint Sargent,Wright State,Horizon,,15,17,.469,,,,,2024-25,15,17,.469,,,,,,15,17,.469,,,,
Paul Sather,North Dakota,Summit,,11,20,.355,,,,,2019-20,72,114,.387,,,,,,72,114,.387,,,,
Brooks Savage,ETSU,Southern,,19,12,.613,,,,,2023-24,38,28,.576,,,,,,38,28,.576,,,,
Josh Schertz,Saint Louis,A-10,,17,13,.567,,,,,2024-25,17,13,.567,,,,,,83,53,.610,,,,
Jon Scheyer,Duke,ACC,,27,3,.900,7,,,,2022-23,81,21,.794,2,1,,,,81,21,.794,2,1,,
Ed Schilling,Pepperdine,WCC,,10,21,.323,,,,,2024-25,10,21,.323,,,,,,85,114,.427,,,,
Mark Schmidt,St. Bonaventure,A-10,,19,10,.655,,,,,2007-08,321,236,.576,3,,,,,403,326,.553,3,,,
Michael Schwartz,East Carolina,AAC,,17,12,.586,,,,,2022-23,48,47,.505,,,,,,48,47,.505,,,,
Joe Scott,Air Force,MWC,,4,26,.133,,,,,2000-01,94,167,.360,1,,,,,278,344,.447,1,,,
Bill Self,Kansas,Big 12,,19,11,.633,1,,,,2003-04,622,154,.802,20,11,4,2,,829,259,.762,25,14,4,2
Patrick Sellers,Central Connecticut,NEC,,23,6,.793,,,,,2021-22,61,63,.492,,,,,,61,63,.492,,,,
Herb Sendek,Santa Clara,WCC,,20,11,.645,,,,,2016-17,160,118,.576,,,,,,573,413,.581,8,1,,
Rob Senderoff,Kent State,MAC,,20,10,.667,,,,,2011-12,284,174,.620,2,,,,,284,174,.620,2,,,
Jim Shaw,Texas A&M-Corpus Christi,Southland,,19,13,.594,,,,,2023-24,40,25,.615,,,,,,40,25,.615,,,,
Micah Shrewsberry,Notre Dame,ACC,,12,17,.414,,,,,2023-24,25,37,.403,,,,,,62,68,.477,1,,,
Jeremy Shulman,UT-Martin,OVC,,13,18,.419,,,,,2024-25,13,18,.419,,,,,,13,18,.419,,,,
John Shulman,Central Arkansas,A-Sun,,9,24,.273,,,,,2024-25,9,24,.273,,,,,,154,170,.475,2,,,
Takayo Siddle,UNC Wilmington,CAA,,24,7,.774,,,,,2020-21,103,46,.691,,,,,,103,46,.691,,,,
Marty Simmons,Eastern Illinois,OVC,,12,19,.387,,,,,2021-22,40,85,.320,,,,,,224,260,.463,,,,
Todd Simon,Bowling Green State,MAC,,14,16,.467,,,,,2023-24,34,30,.531,,,,,,161,144,.528,,,,
Duane Simpkins,American,Patriot,,19,12,.613,,,,,2023-24,35,28,.556,,,,,,35,28,.556,,,,
Pat Skerry,Towson,CAA,,21,10,.677,,,,,2011-12,234,209,.528,,,,,,234,209,.528,,,,
Tony Skinn,George Mason,A-10,,22,7,.759,,,,,2023-24,42,19,.689,,,,,,42,19,.689,,,,
Dave Smart,Pacific,WCC,,9,23,.281,,,,,2024-25,9,23,.281,,,,,,9,23,.281,,,,
Shaka Smart,Marquette,Big East,,22,7,.759,18,,,,2021-22,97,37,.724,3,1,,,,369,179,.673,11,2,1,
Steve Smiley,Northern Colorado,Big Sky,,23,8,.742,,,,,2020-21,87,69,.558,,,,,,87,69,.558,,,,
Byron Smith,Prairie View,SWAC,,5,25,.167,,,,,2015-16,128,159,.446,1,,,,,128,159,.446,1,,,
Craig Smith,Utah,Big 12,,15,12,.556,,,,,2021-22,65,62,.512,,,,,,218,141,.607,2,,,
Kyle Smith,Stanford,ACC,,19,10,.655,,,,,2024-25,19,10,.655,,,,,,277,203,.577,1,,,
Zach Spiker,Drexel,CAA,,17,14,.548,,,,,2016-17,130,144,.474,1,,,,,232,256,.475,1,,,
Scott Spinelli,Chicago State,NEC,,4,27,.129,,,,,2024-25,4,27,.129,,,,,,5,30,.143,,,,
Preston Spradlin,James Madison,Sun Belt,,20,11,.645,,,,,2024-25,20,11,.645,,,,,,160,120,.571,2,,,
Russell Springmann,Oral Roberts,Summit,,7,22,.241,,,,,2023-24,19,41,.317,,,,,,19,41,.317,,,,
Danny Sprinkle,Washington,Big Ten,,13,16,.448,,,,,2024-25,13,16,.448,,,,,,122,66,.649,3,,,
Travis Steele,Miami (OH),MAC,,22,8,.733,,,,,2022-23,49,45,.521,,,,,,119,95,.556,,,,
Dwayne Stephens,Western Michigan,MAC,,11,19,.367,,,,,2022-23,31,62,.333,,,,,,31,62,.333,,,,
Larry Stewart,Coppin State,MEAC,,5,23,.179,,,,,2023-24,7,50,.123,,,,,,7,50,.123,,,,
Damon Stoudamire,Georgia Tech,ACC,,16,14,.533,,,,,2023-24,30,32,.484,,,,,,101,109,.481,,,,
Rod Strickland,LIU,NEC,,16,15,.516,,,,,2022-23,26,63,.292,,,,,,26,63,.292,,,,
Jerome Tang,Kansas State,Big 12,,14,15,.483,,,,,2022-23,59,40,.596,1,1,,,,59,40,.596,1,1,,
Brette Tanner,Abilene Christian,WAC,,15,14,.517,,,,,2021-22,69,60,.535,,,,,,69,60,.535,,,,
John Tauer,St. Thomas,Summit,,22,9,.710,,,,,2021-22,71,56,.559,,,,,,71,56,.559,,,,
Billy Taylor,Elon,CAA,,17,14,.548,,,,,2022-23,38,57,.400,,,,,,203,225,.474,1,,,
Dedrique Taylor,Cal State Fullerton,Big West,,6,24,.200,,,,,2013-14,161,203,.442,2,,,,,161,203,.442,2,,,
Rodney Terry,Texas,SEC,,17,13,.567,19,,,,2022-23,60,34,.638,2,1,,,,223,190,.540,3,1,,
Reggie Theus,Bethune-Cookman,SWAC,,15,15,.500,,,,,2021-22,53,73,.421,,,,,,147,201,.422,1,,,
Ivan Thomas,Hampton,CAA,,16,15,.516,,,,,2024-25,16,15,.516,,,,,,16,15,.516,,,,
Wayne Tinkle,Oregon State,WCC,,20,11,.645,,,,,2014-15,160,188,.460,2,1,,,,318,279,.533,5,1,,
Andrew Toole,Robert Morris,Horizon,,23,8,.742,,,,,2010-11,249,240,.509,1,,,,,249,240,.509,1,,,
KT Turner,UT Arlington,WAC,,13,16,.448,,,,,2023-24,33,30,.524,,,,,,33,30,.524,,,,
Russ Turner,UC-Irvine,Big West,,25,5,.833,,,,,2010-11,314,185,.629,2,,,,,314,185,.629,2,,,
Brad Underwood *,Illinois,Big Ten,,19,11,.633,,,,,2017-18,162,99,.621,4,1,,,,271,126,.683,8,1,,
Keith Urgo,Fordham,A-10,,11,18,.379,,,,,2022-23,49,46,.516,,,,,,49,46,.516,,,,
Drew Valentine,Loyola (IL),A-10,,19,10,.655,,,,,2021-22,77,49,.611,1,,,,,77,49,.611,1,,,
Chris Victor,Seattle,WAC,,11,17,.393,,,,,2021-22,77,52,.597,,,,,,77,52,.597,,,,
Will Wade,McNeese State,Southland,,25,6,.806,,,,,2023-24,55,10,.846,1,,,,,251,106,.703,6,1,,
Vance Walberg,Fresno State,MWC,,6,24,.200,,,,,2024-25,6,24,.200,,,,,,20,59,.253,,,,
Darrell Walker,Little Rock,OVC,,18,13,.581,,,,,2018-19,100,112,.472,,,,,,100,112,.472,,,,
Brian Wardle,Bradley,MVC,,24,7,.774,,,,,2015-16,182,145,.557,1,,,,,277,210,.569,1,,,
Stan Waterman,Delaware State,MEAC,,15,13,.536,,,,,2021-22,38,82,.317,,,,,,38,82,.317,,,,
Michael White,Georgia,SEC,,19,11,.633,,,,,2022-23,55,44,.556,,,,,,298,172,.634,4,1,,
Sundance Wicks,Wyoming,MWC,,12,19,.387,,,,,2024-25,12,19,.387,,,,,,30,33,.476,,,,
Kevin Willard,Maryland,Big Ten,,22,7,.759,,,,,2022-23,60,37,.619,1,,,,,330,247,.572,6,,,
Buzz Williams,Texas A&M,SEC,,21,9,.700,13,,,,2019-20,118,71,.624,2,,,,,371,226,.621,10,4,,
Mo Williams,Jackson State,SWAC,,12,17,.414,,,,,2022-23,41,53,.436,,,,,,55,88,.385,,,,
Andrew Wilson,VMI,Southern,,13,18,.419,,,,,2022-23,24,71,.253,,,,,,24,71,.253,,,,
Mike Woodson,Indiana,Big Ten,,18,12,.600,17,,,,2021-22,81,52,.609,2,,,,,81,52,.609,2,,,
Jeff Wulbrun,Denver,Summit,,11,20,.355,,,,,2021-22,54,75,.419,,,,,,54,75,.419,,,,
Kevin Young,BYU,Big 12,,22,8,.733,,,,,2024-25,22,8,.733,,,,,,22,8,.733,,,,
Mike Young,Virginia Tech,ACC,,13,17,.433,,,,,2019-20,105,83,.559,2,,,,,404,327,.553,7,,,
Derrick Zimmerman,Louisiana,Sun Belt,,9,11,.450,,,,,2024-25,9,11,.450,,,,,,9,11,.450,,,,
Jaret von Rosenberg,East Texas A&M,Southland,,5,26,.161,,,,,2022-23,31,66,.320,,,,,,31,66,.320,,,,
